baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene Name
195.99682699892517,-0.31823385450300834,0.12113723920780527,-2.627052230875867,0.008612811266858953,0.933723128300298,A2M
8.16468833045954,0.1371725143837692,0.3261938613905036,0.4205245120157331,0.6741023265947398,0.9997995961028858,A4GALT
31.664293054291875,0.008718135308241903,0.16257713138843086,0.053624610262143504,0.957234248565107,0.9997995961028858,AAAS
8.824407701997897,0.05551784394248475,0.34239133763474744,0.16214733797298772,0.8711898290893032,0.9997995961028858,AACS
1.4024674982528873,-0.8272700119046087,0.7883765531502139,-1.0493336066363002,0.29402460381047085,,AADAT
30.592611311246717,0.07710053564812262,0.1910078926373907,0.40365104595175155,0.6864693430183686,0.9997995961028858,AAGAB
13.487663733111427,0.12234313197268848,0.25249328021121276,0.4845401504164682,0.6280025769548871,0.9997995961028858,AAK1
112.09759852844883,0.003463567175324724,0.18092691935042302,0.019143459623144385,0.9847266620072755,0.9997995961028858,AAMDC
64.63166962459428,0.08208939003758013,0.11523417057225283,0.7123702078118346,0.4762355589794485,0.9997995961028858,AAMP
16.420101574335753,0.07228213848151883,0.22051354956327596,0.32779000938796105,0.743070441719623,0.9997995961028858,AAR2
78.33476159903788,0.19928140582666326,0.10831529913672039,1.839826944253936,0.06579364830513716,0.9997995961028858,AARS1
10.22352835533503,-0.02006880170731985,0.2815624528138242,-0.0712765551896574,0.9431776540108986,0.9997995961028858,AARS2
1.9891108198491219,0.06169224440761924,0.6360194732608833,0.09699741438940854,0.9227284477868041,,AARSD1
4.753222733786628,0.019175765940081777,0.4109824903960902,0.04665835257750485,0.9627855239994996,,AASDH
21.51987330690212,-0.1407011346235676,0.1988245935629054,-0.7076646409894541,0.47915354032301316,0.9997995961028858,AASDHPPT
3.010820636249463,0.1449368224526804,0.602016787357532,0.240752127675476,0.8097472349143529,,AASS
12.311045420597612,0.14305626842133046,0.26441513960379587,0.5410290372770954,0.5884875685377848,0.9997995961028858,AATF
0.48736169276921676,0.4431200967541887,1.565300004906189,0.2830895645341454,0.7771081808408533,,AATK
1.0679430692003509,0.25125185283333235,0.853573733245714,0.2943528403550414,0.7684882993052238,,ABAT
5.657359330605975,-0.23695687867839627,0.5080048554206517,-0.4664460903275913,0.640896227043046,,ABCA1
5.403016591387068,-0.26524722664228517,0.43031226553679286,-0.6164063817967229,0.5376263424324097,,ABCA10
32.820556568688225,-0.035111646714780606,0.16522589034244836,-0.21250693000962473,0.8317115718816077,0.9997995961028858,ABCA2
10.600870873940123,0.0007182592589114657,0.28424281098479576,0.0025269214599411122,0.997983810526425,0.9997995961028858,ABCA3
34.22612639958697,0.04259766409537525,0.24568620735203142,0.173382399258332,0.8623508589404711,0.9997995961028858,ABCA5
3.9060359964969584,-0.23246765015657145,0.5185815647079118,-0.4482759626974159,0.6539540461663094,,ABCA6
12.223944373087072,-0.17696968872042002,0.26375596810662943,-0.6709599407012315,0.5022460495248873,0.9997995961028858,ABCA7
14.013169945652182,-0.3543031775460611,0.32028741797319726,-1.1062038583598386,0.268638293229466,0.9997995961028858,ABCA8
9.427101079775246,-0.4104615936519306,0.3265157438555183,-1.257095871718694,0.2087189218651775,0.9997995961028858,ABCA9
10.44111449803126,-0.19630591624849275,0.27989401882095677,-0.7013580249961189,0.4830796103937043,0.9997995961028858,ABCB10
8.675874663192943,-0.033162870467009775,0.33335128459236796,-0.09948325385205081,0.920754583427209,0.9997995961028858,ABCB4
3.337710099319652,-0.12355678212254917,0.4874073437937566,-0.25349799032743225,0.7998834139490394,,ABCB6
26.28099996297342,-0.03272085404215083,0.18373166149744383,-0.17809044873088498,0.8586519429377834,0.9997995961028858,ABCB7
21.221874857634713,0.05803638571769339,0.20107201605872832,0.2886348227629167,0.772860844414252,0.9997995961028858,ABCB8
1.205571468667848,-0.10931016864509858,0.8076842933611371,-0.1353377421643423,0.8923448456406984,,ABCB9
42.934762022403746,0.11722977958750176,0.29498198690814365,0.39741334993450533,0.6910626725609144,0.9997995961028858,ABCC1
11.521670227337395,0.024278418774058702,0.26567825027745695,0.0913827863165461,0.9271884390444662,0.9997995961028858,ABCC10
1.2820970045233875,0.05395830854398725,0.8300801941441134,0.0650037296693039,0.9481710306908963,,ABCC12
1.1297238382862833,0.4306091409192227,0.8683895830976257,0.49587091934382743,0.6199854847399227,,ABCC2
4.178071647479329,-0.5917349908490632,0.507455013406868,-1.1660836433093253,0.2435806291636428,,ABCC4
103.16683630292427,0.1599596374574454,0.17346010274316154,0.9221696224537237,0.3564401056598654,0.9997995961028858,ABCC5
10.391876572253308,-0.10790339796813576,0.40348869296607304,-0.26742607624251,0.7891411243748048,0.9997995961028858,ABCC6
1.5042611286718297,-0.366127336299494,0.7925791931306398,-0.4619441684474623,0.6441213588373061,,ABCC8
37.069994490549774,-0.07516036306144609,0.18176546240073885,-0.4135018945224028,0.6792389346736606,0.9997995961028858,ABCC9
24.928724596502818,0.0886470997895767,0.23063459511953505,0.3843616771526926,0.7007104002794948,0.9997995961028858,ABCD1
21.287265802663143,-0.2664876638540848,0.20998579564372352,-1.269074715445164,0.20441441729586116,0.9997995961028858,ABCD3
23.87251871848473,-0.11812942715194076,0.18682476420669855,-0.6323006891165944,0.5271904133606522,0.9997995961028858,ABCD4
14.049905600694965,-0.05510874995694415,0.24151421643359255,-0.2281801492712418,0.8195061929874631,0.9997995961028858,ABCE1
105.89237200407366,0.11652225814003875,0.10198784335581312,1.1425112474779788,0.2532415735477952,0.9997995961028858,ABCF1
